id;naam;source;import_source;import_status;status;categorie;doel;trigger;systemen;stappen_count;stappen;webhook_paths;endpoints;gitlab_endpoint_method;gitlab_endpoint_path;gitlab_endpoint_handler;external_id;gitlab_file_path;hubspot_last_run_at;hubspot_run_count_365d;last_synced_at;approved_at;rejected_at;rejection_reason
AUTO-HS-33439613;Stap 2.1: LH juni 2020 | deal trigger maakt nieuwe deal aan - ALTIJD AAN ZONDER RE-ENROLMENT (cloned) (cloned);hubspot;hubspot;approved;Actief;Data beheer;;deal eigenschap;HubSpot;2;"Schrijf object in voor workflow 33417497 | Maak of update deal met velden: dealstage, dealname, closedate, company_name_niet_handmatig_veranderen_deel_van_een_workflow";;;;;;33439613;;;;2026-05-05T11:39:01.119+00:00;2026-05-08T08:33:43.912+00:00;;
AUTO-HS-32583275;"Stap 4.1: LH 2020 juli | als deal owner veranderd, dan veranderd deal naam - ALTIJD AAN MET RE-ENROLMENT";hubspot;hubspot;approved;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'dealname' in;;;;;;32583275;;;;2026-05-05T11:39:01.119+00:00;2026-05-07T11:39:15.086+00:00;;
AUTO-HS-37548510;New Deal;hubspot;hubspot;approved;Uitgeschakeld;Integratie;;deal eigenschap;HubSpot | Webhook;1;Webhook -> https://eojgr7ebircfssc.m.pipedream.net;;;;;;37548510;;;;2026-05-05T11:39:01.119+00:00;2026-05-07T11:39:18.398+00:00;;
AUTO-HS-591326083;Deal prio high BTW q2 2024;hubspot;hubspot;approved;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'hs_priority' in;;;;;;591326083;;;;2026-05-05T11:39:01.119+00:00;2026-05-07T11:39:17.285+00:00;;
AUTO-HS-38211489;Company name change;hubspot;hubspot;approved;Uitgeschakeld;Integratie;;bedrijf eigenschap;HubSpot | Webhook;1;Webhook -> https://enxhg00i95hq571.m.pipedream.net;;;;;;38211489;;;;2026-05-05T11:39:01.119+00:00;2026-05-07T11:39:20.002+00:00;;
AUTO-HS-164557869;Default-DTM gemiste fysieke afspraak;hubspot;hubspot;approved;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'dtm_gemiste_fysieke_afspraak' in;;;;;;164557869;;;;2026-05-05T11:39:01.119+00:00;2026-05-07T11:39:21.106+00:00;;
AUTO-HS-149342866;Fysieke afspraak gemaakt;hubspot;hubspot;approved;Actief;Data beheer;;deal eigenschap;HubSpot;2;Stel 'fysieke_afspraak_gemaakt' in | Stel 'dtm_van_maken_van_afspraak' in;;;;;;149342866;;;;2026-05-05T11:39:01.119+00:00;2026-05-07T11:39:27.171+00:00;;
AUTO-HS-32344896;"Stap 4.1: VPB 2019 | als deal owner veranderd, dan veranderd deal naam - ALTIJD AAN MET RE-ENROLMENT (cloned)";hubspot;hubspot;approved;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'dealname' in;;;;;;32344896;;;;2026-05-05T11:39:01.119+00:00;2026-05-07T11:39:22.18+00:00;;
AUTO-HS-39915727;[TJILP] Calendly trigger - terugbelafspraak - geen gehoor;hubspot;hubspot;approved;Uitgeschakeld;Data beheer;;deal eigenschap;HubSpot;1;Stel 'dealstage' in;;;;;;39915727;;;;2026-05-05T11:39:01.119+00:00;2026-05-07T11:39:28.187+00:00;;
AUTO-HS-44587456;"Pipeline is ""Droomstarters"", deal stage is ""Mail Verstuurd""";hubspot;hubspot;pending_approval;Uitgeschakeld;Algemeen;;deal eigenschap;HubSpot;0;;;;;;;44587456;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-37240481;"Stap 4.2: LH 2020 augustus | als company name verandert, dan verandert deal naam - ALTIJD AAN MET RE-ENROLMENT";hubspot;hubspot;approved;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'dealname' in;;;;;;37240481;;;;2026-05-05T11:39:01.119+00:00;2026-05-07T11:39:30.176+00:00;;
AUTO-HS-121077652;Set Ageras offertebedrag;hubspot;hubspot;approved;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'ageras_offertebedrag' in;;;;;;121077652;;;;2026-05-05T11:39:01.119+00:00;2026-05-07T11:39:31.138+00:00;;
AUTO-HS-37237241;Stap 2.1: OB 2020 Q3 | deal trigger maakt nieuwe deal aan - ALTIJD AAN ZONDER RE-ENROLMENT (cloned);hubspot;hubspot;approved;Uitgeschakeld;Data beheer;;deal eigenschap;HubSpot;2;"Schrijf object in voor workflow 37239133 | Maak of update deal met velden: dealstage, dealname, closedate, company_name_niet_handmatig_veranderen_deel_van_een_workflow";;;;;;37237241;;;;2026-05-05T11:39:01.119+00:00;2026-05-07T11:39:29.185+00:00;;
AUTO-HS-37239220;"Stap 4.2: OB 2020 Q3 | als company name veranderd, dan veranderd deal naam - ALTIJD AAN MET RE-ENROLMENT";hubspot;hubspot;approved;Uitgeschakeld;Data beheer;;deal eigenschap;HubSpot;1;Stel 'dealname' in;;;;;;37239220;;;;2026-05-05T11:39:01.119+00:00;2026-05-05T09:23:35.883+00:00;;
AUTO-HS-380329652;JR prio;hubspot;hubspot;approved;Uitgeschakeld;Data beheer;;deal eigenschap;HubSpot;1;Stel 'hs_priority' in;;;;;;380329652;;;;2026-05-05T11:39:01.119+00:00;2026-05-07T11:39:32.114+00:00;;
AUTO-HS-149890896;DTM tweede gemiste telefoon gesprek;hubspot;hubspot;approved;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'dtm_tweede_bel_moment' in;;;;;;149890896;;;;2026-05-05T11:39:01.119+00:00;2026-05-07T11:39:33.097+00:00;;
AUTO-HS-164532906;Default-tweede gemiste telefoon gesprek;hubspot;hubspot;pending_approval;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'dtm_tweede_bel_moment' in;;;;;;164532906;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-164532901;Default- DTM eerste gemiste telefoon gesprek;hubspot;hubspot;pending_approval;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'dtm_eerste_gemiste_telefoon_gesprek' in;;;;;;164532901;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-589479738;Put deals in correct BTW stage based on Bankkoppeling Status;hubspot;hubspot;pending_approval;Uitgeschakeld;Data beheer;;deal eigenschap;HubSpot;3;Splits in 2 paden op basis van criteria | Stel 'dealstage' in | Stel 'dealstage' in;;;;;;589479738;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-1732519425;IB ingediend -> VA IB deal aanpassen;hubspot;hubspot;pending_approval;Actief;Integratie;;deal eigenschap;HubSpot | Webhook;1;Werk de gekoppelde VA IB-deal bij naar 'IB ingediend';/properties/ib/finished_webhook;;;;;1732519425;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-536364075;JR status 2023 uit BTW Q4;hubspot;hubspot;pending_approval;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'jaarrekening_2023_gereed' in;;;;;;536364075;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-1732407572;VIG ontvangen;hubspot;hubspot;pending_approval;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'machtiging_actief' in;;;;;;1732407572;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-1704778538;Verlopen datum kopieren van companies naar deals;hubspot;hubspot;pending_approval;Actief;Data beheer;;bedrijf eigenschap;HubSpot;1;Stel 'expiry_date' in;;;;;;1704778538;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-4054721;"Pipeline is ""Sales Pipeline"", deal stage is ""Afspraak maken""";hubspot;hubspot;approved;Uitgeschakeld;Algemeen;;deal eigenschap;HubSpot;0;;;;;;;4054721;;;;2026-05-05T11:39:01.119+00:00;2026-05-08T08:32:54.914+00:00;;
AUTO-HS-149895065;DTM eerste gemiste telefoon gesprek;hubspot;hubspot;approved;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'dtm_eerste_gemiste_telefoon_gesprek' in;;;;;;149895065;;;;2026-05-05T11:39:01.119+00:00;2026-05-08T08:32:52.727+00:00;;
AUTO-HS-32358747;Stap 2.1: VPB 2019 | deal trigger maakt nieuwe deal aan - ALTIJD AAN ZONDER RE-ENROLMENT;hubspot;hubspot;approved;Actief;Data beheer;;deal eigenschap;HubSpot;2;"Schrijf object in voor workflow 32345208 | Maak of update deal met velden: dealstage, dealname, closedate, company_name_niet_handmatig_veranderen_deel_van_een_workflow";;;;;;32358747;;;;2026-05-05T11:39:01.119+00:00;2026-05-08T08:32:53.279+00:00;;
AUTO-HS-164575117;Contact naar IB verzonden;hubspot;hubspot;approved;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'hs_priority' in;;;;;;164575117;;;;2026-05-05T11:39:01.119+00:00;2026-05-08T08:32:50.416+00:00;;
AUTO-HS-508279951;set dtm afspraak to dtm mail verstuurd eenmalig;hubspot;hubspot;approved;Uitgeschakeld;Data beheer;;deal eigenschap;HubSpot;1;Stel 'dtm_eerste_fysieke_afspraak' in;;;;;;508279951;;;;2026-05-05T11:39:01.119+00:00;2026-05-08T08:32:52.174+00:00;;
AUTO-HS-32583271;Stap 3.1: LH 2020 juli | verander deal owner in contact owner - ALTIJD AAN ZONDER RE-ENROLMENT;hubspot;hubspot;approved;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'hubspot_owner_id' in;;;;;;32583271;;;;2026-05-05T11:39:01.119+00:00;2026-05-05T09:23:36.62+00:00;;
AUTO-HS-1697511609;Set company intensiteit based on deal line item list;hubspot;hubspot;approved;Actief;Data beheer;;deal eigenschap;HubSpot;5;Splits in 3 paden op basis van criteria | Stel 'intensiteit' in | Stel 'intensiteit' in | Stel 'intensiteit' in | Stel 'intensiteit' in;;;;;;1697511609;;;;2026-05-05T11:39:01.119+00:00;2026-05-08T08:32:46.856+00:00;;
AUTO-HS-145756551;Stop Date;hubspot;hubspot;approved;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'stop_dtm' in;;;;;;145756551;;;;2026-05-05T11:39:01.119+00:00;2026-05-05T09:23:34.372+00:00;;
AUTO-HS-142736420;Dtm Eerste Bel Moment;hubspot;hubspot;approved;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'dtm_eerste_telefoongesprek' in;;;;;;142736420;;;;2026-05-05T11:39:01.119+00:00;2026-05-05T09:23:33.818+00:00;;
AUTO-HS-222194353;default no afspraak;hubspot;hubspot;approved;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'dtm_eerste_fysieke_afspraak' in;;;;;;222194353;;;;2026-05-05T11:39:01.119+00:00;2026-05-05T09:23:33.328+00:00;;
AUTO-HS-1601815447;Software goed zetten in dossier;hubspot;hubspot;approved;Actief;Data beheer;;bedrijf eigenschap;HubSpot;2;Splits in 1 paden op basis van criteria | Stel 'administratiewijze' in;;;;;;1601815447;;;;2026-05-05T11:39:01.119+00:00;2026-05-05T09:23:32.738+00:00;;
AUTO-HS-595728772;Remove company from portal;hubspot;hubspot;approved;Uitgeschakeld;Integratie;;EVENT_BASED;HubSpot | Webhook;1;Webhook -> https://dinnka-production.up.railway.app/v2/administrations/offboard/hubspot/;/v2/administrations/offboard/hubspot/;;;;;595728772;;;;2026-05-05T11:39:01.119+00:00;2026-05-05T09:23:30.337+00:00;;
AUTO-HS-614271107;Bankkoppeling actief -> Gegevens gereed;hubspot;hubspot;approved;Uitgeschakeld;Data beheer;;deal eigenschap;HubSpot;1;Stel 'dealstage' in;;;;;;614271107;;;;2026-05-05T11:39:01.119+00:00;2026-05-05T09:23:29.148+00:00;;
AUTO-HS-1617863520;Move JR deal based on Jaarrekening company property - default;hubspot;hubspot;approved;Actief;Algemeen;;Onbekend;HubSpot;0;;;;;;;1617863520;;;;2026-05-05T11:39:01.119+00:00;2026-05-05T09:23:28.532+00:00;;
AUTO-HS-1692220740;"Put deals from ""JR JAARKLANT"" to ""GEGEVENS GEREED"" bankkoppeling status voor 2025";hubspot;hubspot;approved;Actief;Data beheer;;deal eigenschap;HubSpot;3;Stel 'dealstage' in | Splits in 1 paden op basis van criteria | Stel 'dealstage' in;;;;;;1692220740;;;;2026-05-05T11:39:01.119+00:00;2026-05-08T08:32:45.776+00:00;;
AUTO-HS-1622829402;"Pipeline is ""Sales Pipeline met Automation"", deal stage is ""Offerte opgesteld en verzonden""";hubspot;hubspot;approved;Uitgeschakeld;Algemeen;;deal eigenschap;HubSpot;0;;;;;;;1622829402;;;;2026-05-05T11:39:01.119+00:00;2026-05-08T08:32:49.746+00:00;;
AUTO-HS-32574834;"Stap 4.2: LH 2020 juli | als company name veranderd, dan veranderd deal naam - ALTIJD AAN MET RE-ENROLMENT";hubspot;hubspot;approved;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'dealname' in;;;;;;32574834;;;;2026-05-05T11:39:01.119+00:00;2026-05-08T08:32:51.663+00:00;;
AUTO-HS-32358794;Stap 2.1: IB 2019 | deal trigger maakt nieuwe deal aan - ALTIJD AAN ZONDER RE-ENROLMENT;hubspot;hubspot;approved;Actief;Data beheer;;deal eigenschap;HubSpot;2;"Schrijf object in voor workflow 32344537 | Maak of update deal met velden: dealstage, dealname, closedate, company_name_niet_handmatig_veranderen_deel_van_een_workflow";;;;;;32358794;;;;2026-05-05T11:39:01.119+00:00;2026-05-05T09:23:07.179+00:00;;
AUTO-HS-1793356932;Datum klacht instellen;hubspot;hubspot;approved;Actief;Algemeen;;Onbekend;HubSpot;0;;;;;;;1793356932;;;;2026-05-05T11:39:01.119+00:00;2026-05-08T08:32:44.922+00:00;;
AUTO-HS-1617887756;Move JR deal based on Jaarrekening company property - dynamic;hubspot;hubspot;approved;Actief;Algemeen;;Onbekend;HubSpot;0;;;;;;;1617887756;;;;2026-05-05T11:39:01.119+00:00;2026-05-05T09:23:26.708+00:00;;
AUTO-HS-164533009;Default- DTM mail verstuurd;hubspot;hubspot;approved;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'dtm_vervolg_email' in;;;;;;164533009;;;;2026-05-05T11:39:01.119+00:00;2026-05-05T09:23:26.411+00:00;;
AUTO-HS-1643678644;Move EZ with only IB to IB Particulier deal stage ;hubspot;hubspot;approved;Uitgeschakeld;Data beheer;;deal eigenschap;HubSpot;1;Stel 'dealstage' in;;;;;;1643678644;;;;2026-05-05T11:39:01.119+00:00;2026-05-05T09:23:24.9+00:00;;
AUTO-HS-1788604573;IB Typeform ingevuld -> JR prio bolletje;hubspot;hubspot;approved;Actief;Algemeen;;Onbekend;HubSpot;0;;;;;;;1788604573;;;;2026-05-05T11:39:01.119+00:00;2026-05-08T08:32:40.332+00:00;;
AUTO-HS-32344537;Stap 3.1: IB 2019 | verander deal owner in contact owner - ALTIJD AAN ZONDER RE-ENROLMENT;hubspot;hubspot;approved;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'hubspot_owner_id' in;;;;;;32344537;;;;2026-05-05T11:39:01.119+00:00;2026-05-08T08:32:56.079+00:00;;
AUTO-HS-503852471;Won DTM eenmalig;hubspot;hubspot;approved;Uitgeschakeld;Data beheer;;deal eigenschap;HubSpot;1;Stel 'won_dtm' in;;;;;;503852471;;;;2026-05-05T11:39:01.119+00:00;2026-05-08T08:33:08.216+00:00;;
AUTO-HS-414573424;Deal prio low;hubspot;hubspot;approved;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'hs_priority' in;;;;;;414573424;;;;2026-05-05T11:39:01.119+00:00;2026-05-05T09:23:23.652+00:00;;
AUTO-HS-565271096;"Pipeline is ""Sales Pipeline met Automation"", deal stage is ""Onboarding gesprek """;hubspot;hubspot;approved;Uitgeschakeld;Algemeen;;deal eigenschap;HubSpot;1;Voer HubSpot-actie uit;;;;;;565271096;;;;2026-05-05T11:39:01.119+00:00;2026-05-05T09:23:23.028+00:00;;
AUTO-HS-32573239;Stap 2.1: OB 2020 Q2 | deal trigger maakt nieuwe deal aan - ALTIJD AAN ZONDER RE-ENROLMENT;hubspot;hubspot;approved;Uitgeschakeld;Data beheer;;deal eigenschap;HubSpot;2;"Schrijf object in voor workflow 32342610 | Maak of update deal met velden: dealstage, dealname, closedate, company_name_niet_handmatig_veranderen_deel_van_een_workflow";;;;;;32573239;;;;2026-05-05T11:39:01.119+00:00;2026-05-08T08:33:02.169+00:00;;
AUTO-HS-1692171427;'BTW 2 maanden geboekt' instellen;hubspot;hubspot;approved;Actief;Integratie;;deal eigenschap;HubSpot | Webhook;7;Splits in 2 paden op basis van criteria | Stel 'btw_2_maanden_geboekt_huidig_kwartaal' in | Stel 'btw_2_maanden_geboekt_huidig_kwartaal' in | Stel 'btw_2_maanden_geboekt_huidig_kwartaal' in | Werk de volgende BTW-deal bij met de vorige-twee-maanden status | Werk de volgende BTW-deal bij met de vorige-twee-maanden status | Werk de volgende BTW-deal bij met de vorige-twee-maanden status;/properties/btw/update_next_quarter_prev2m | /properties/btw/update_next_quarter_prev2m | /properties/btw/update_next_quarter_prev2m;;;;;1692171427;;;;2026-05-05T11:39:01.119+00:00;2026-05-05T09:23:03.731+00:00;;
AUTO-HS-1617938082;Copy jaarrekening company property to VPB deal (default);hubspot;hubspot;approved;Actief;Data beheer;;bedrijf eigenschap;HubSpot;1;Stel 'jaarrekening_2024__company_' in;;;;;;1617938082;;;;2026-05-05T11:39:01.119+00:00;2026-05-05T09:23:21.771+00:00;;
AUTO-HS-1702031225;Koppeling sales pipeline en klantenbestand;hubspot;hubspot;approved;Actief;Data beheer;;deal eigenschap;HubSpot;3;Splits in 1 paden op basis van criteria | Stel 'dealstage' in | Stel 'dealstage' in;;;;;;1702031225;;;;2026-05-05T11:39:01.119+00:00;2026-05-05T09:23:21.379+00:00;;
AUTO-HS-1692203165;Customer Type changes -> Check Beginner Stage;hubspot;hubspot;approved;Actief;Integratie;;bedrijf eigenschap;HubSpot | Webhook;1;Webhook -> https://composed-month-development.up.railway.app/properties/check_correct_stage;/properties/check_correct_stage;;;;;1692203165;;;;2026-05-05T11:39:01.119+00:00;2026-05-08T08:33:28.697+00:00;;
AUTO-HS-1617879166;Copy company jaarrekening property to deal (dynamic);hubspot;hubspot;approved;Actief;Algemeen;;Onbekend;HubSpot;0;;;;;;;1617879166;;;;2026-05-05T11:39:01.119+00:00;2026-05-05T09:23:20.707+00:00;;
AUTO-HS-1732519443;VA IB ingediend -> IB deal property aanpassen;hubspot;hubspot;approved;Actief;Integratie;;deal eigenschap;HubSpot | Webhook;1;Webhook -> https://composed-month-development.up.railway.app/properties/va_ib/finishe_webhook;/properties/va_ib/finishe_webhook;;;;;1732519443;;;;2026-05-05T11:39:01.119+00:00;2026-05-05T09:23:19.696+00:00;;
AUTO-HS-43599719;New Pipeline;hubspot;hubspot;approved;Uitgeschakeld;Integratie;;deal eigenschap;HubSpot | Webhook;28;Webhook -> https://eo21vny1wf3cgvw.m.pipedream.net?pipeline=1&start=0&end=100 | Voer HubSpot-actie uit | Webhook -> https://eo21vny1wf3cgvw.m.pipedream.net?pipeline=2&start=0&end=100 | Voer HubSpot-actie uit | Webhook -> https://eo21vny1wf3cgvw.m.pipedream.net?pipeline=3&start=0&end=100 | Voer HubSpot-actie uit | Webhook -> https://eo21vny1wf3cgvw.m.pipedream.net?pipeline=4&start=0&end=100 | Voer HubSpot-actie uit | Webhook -> https://eo21vny1wf3cgvw.m.pipedream.net?pipeline=4&start=100&end=200 | Voer HubSpot-actie uit | Webhook -> https://eo21vny1wf3cgvw.m.pipedream.net?pipeline=4&start=200&end=300 | Voer HubSpot-actie uit | Webhook -> https://eo21vny1wf3cgvw.m.pipedream.net?pipeline=4&start=400&end=500 | Voer HubSpot-actie uit | Webhook -> https://eo21vny1wf3cgvw.m.pipedream.net?pipeline=4&start=300&end=400 | Voer HubSpot-actie uit | Webhook -> https://eo21vny1wf3cgvw.m.pipedream.net?pipeline=5&start=0&end=100 | Webhook -> https://eom4lsvobzx66tg.m.pipedream.net | Voer HubSpot-actie uit | Webhook -> https://eo21vny1wf3cgvw.m.pipedream.net?pipeline=6&start=0&end=100 | Voer HubSpot-actie uit | Webhook -> https://eo21vny1wf3cgvw.m.pipedream.net?pipeline=6&start=100&end=200 | Voer HubSpot-actie uit | Webhook -> https://eo21vny1wf3cgvw.m.pipedream.net?pipeline=6&start=200&end=300 | Voer HubSpot-actie uit | Webhook -> https://eo21vny1wf3cgvw.m.pipedream.net?pipeline=7&start=0&end=100 | Voer HubSpot-actie uit | Webhook -> https://eo21vny1wf3cgvw.m.pipedream.net?pipeline=8&start=0&end=100;;;;;;43599719;;;;2026-05-05T11:39:01.119+00:00;2026-05-08T08:33:37.421+00:00;;
AUTO-HS-592800770;Copy bankkoppeling status from company to deal;hubspot;hubspot;approved;Uitgeschakeld;Data beheer;;EVENT_BASED;HubSpot;1;Stel 'bankkoppeling_status' in;;;;;;592800770;;;;2026-05-05T11:39:01.119+00:00;2026-05-05T09:23:19.336+00:00;;
AUTO-HS-1658021291;Set duur van onboarding ;hubspot;hubspot;approved;Actief;Data beheer;;deal eigenschap;HubSpot;3;Splits in 1 paden op basis van criteria | Stel 'duur_van_onboarding' in | Stel 'duur_van_onboarding' in;;;;;;1658021291;;;;2026-05-05T11:39:01.119+00:00;2026-05-05T09:23:18.244+00:00;;
AUTO-HS-1645386809;Update deal stage for monthly customers in the pipeline (BTW - Q1 2025);hubspot;hubspot;approved;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'dealstage' in;;;;;;1645386809;;;;2026-05-05T11:39:01.119+00:00;2026-05-05T09:23:17.06+00:00;;
AUTO-HS-1643663109;Copy record ID from dossier to company ex post (for zapier automation);hubspot;hubspot;approved;Actief;Data beheer;;EVENT_BASED;HubSpot;1;Stel 'dossier_id' in;;;;;;1643663109;;;;2026-05-05T11:39:01.119+00:00;2026-05-05T09:23:17.509+00:00;;
AUTO-HS-1617882177;Ser priority to green when JR = done;hubspot;hubspot;approved;Actief;Algemeen;;Onbekend;HubSpot;0;;;;;;;1617882177;;;;2026-05-05T11:39:01.119+00:00;2026-05-05T09:23:16.58+00:00;;
AUTO-HS-1631950770;Set Deal Property: Activiteit Sales Deal Stage - Dynamic;hubspot;hubspot;approved;Actief;Data beheer;;EVENT_BASED;HubSpot;5;Splits in 1 paden op basis van criteria | Stel 'activiteit' in | Stel 'activiteit' in | Stel 'activiteit' in | Stel 'activiteit' in;;;;;;1631950770;;;;2026-05-05T11:39:01.119+00:00;2026-05-05T09:23:16.107+00:00;;
AUTO-HS-1639798298;Change contact property Jaarrekening Prio based on IB Deal - Dynamic;hubspot;hubspot;approved;Actief;Data beheer;;EVENT_BASED;HubSpot;1;Stel 'jaarrekening_prioriteit' in;;;;;;1639798298;;;;2026-05-05T11:39:01.119+00:00;2026-05-05T09:23:14.643+00:00;;
AUTO-HS-1644267797;Set Company Property based on Geen JR - dynamic;hubspot;hubspot;approved;Actief;Data beheer;;EVENT_BASED;HubSpot;1;Stel 'jaarrekening_2024' in;;;;;;1644267797;;;;2026-05-05T11:39:01.119+00:00;2026-05-05T09:23:14.203+00:00;;
AUTO-HS-1804832146;OCI - Offerte Geaccepteerd → Google Ads Conversie;hubspot;hubspot;approved;Actief;Algemeen;;Onbekend;HubSpot;0;;;;;;;1804832146;;;;2026-05-05T11:39:01.119+00:00;2026-05-05T09:23:02.547+00:00;;
AUTO-HS-1706224664;Deels geboekt en Q1 tot Q4 geboekt automatisering;hubspot;hubspot;approved;Actief;Integratie;;deal eigenschap;HubSpot | Webhook;1;Werk de Jaarrekening-stage bij op basis van geboekte BTW-kwartalen;/properties/update_jr_stage_from_btw_geboekt;;;;;1706224664;;;;2026-05-05T11:39:01.119+00:00;2026-05-05T09:23:00.851+00:00;;
AUTO-HS-1764372826;Upsert WeFact client;hubspot;hubspot;approved;Actief;Integratie;;bedrijf eigenschap;HubSpot | Webhook;1;Webhook -> https://composed-month-production.up.railway.app/wefact/hubspot/upsert_debtor;/wefact/hubspot/upsert_debtor;;;;;1764372826;;;;2026-05-05T11:39:01.119+00:00;2026-05-08T08:32:32.511+00:00;;
AUTO-HS-164568338;Contact naar JR verzonden;hubspot;hubspot;pending_approval;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'dealstage' in;;;;;;164568338;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-1798721133;Copy dossier naam from company to deal;hubspot;hubspot;pending_approval;Actief;Algemeen;;Onbekend;HubSpot;0;;;;;;;1798721133;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-1686680870;Check for prio in JR pipeline;hubspot;hubspot;approved;Actief;Integratie;;deal eigenschap;HubSpot | Webhook;1;Webhook -> https://composed-month-development.up.railway.app/properties/jr_prio_if_ib_ready_except_jr;/properties/jr_prio_if_ib_ready_except_jr;;;;;1686680870;;;;2026-05-05T11:39:01.119+00:00;2026-05-05T09:23:15.14+00:00;;
AUTO-HS-1639820211;Copy record ID from dossier to company (for zapier automation);hubspot;hubspot;pending_approval;Actief;Data beheer;;Object eigenschap;HubSpot;1;Stel 'dossier_id' in;;;;;;1639820211;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-1790547798;JR boekers property invullen vanuit JR pipeline;hubspot;hubspot;pending_approval;Actief;Algemeen;;Onbekend;HubSpot;0;;;;;;;1790547798;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-1692210986;Update dealstage in BTW stage op basis van bankkoppeling;hubspot;hubspot;pending_approval;Actief;Integratie;;deal eigenschap;HubSpot | Webhook;2;Webhook -> https://composed-month-production.up.railway.app/operations/hubspot/btw_dealstage_based_on_bank_connection | Voer HubSpot-actie uit;/operations/hubspot/btw_dealstage_based_on_bank_connection;;;;;1692210986;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-1732891157;"Set Jaar based on Create Date, Customer Service";hubspot;hubspot;pending_approval;Actief;Integratie;;EVENT_BASED;HubSpot | Webhook;1;Webhook -> https://composed-month-production.up.railway.app/properties/update_year;/properties/update_year;;;;;1732891157;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-1645386516;Update deal stage for monthly customers in the pipeline (BTW - Q2 2025);hubspot;hubspot;approved;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'dealstage' in;;;;;;1645386516;;;;2026-05-05T11:39:01.119+00:00;2026-05-05T09:23:15.635+00:00;;
AUTO-HS-1699666192;Create new deal;hubspot;hubspot;pending_approval;Actief;Integratie;;deal eigenschap;HubSpot | Webhook;1;Webhook -> https://composed-month-production.up.railway.app/operations/hubspot/create_new_deal;/operations/hubspot/create_new_deal;;;;;1699666192;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-1667523927;Set betaalt niet;hubspot;hubspot;pending_approval;Actief;Integratie;;deal eigenschap;HubSpot | Webhook;1;Webhook -> https://composed-month-development.up.railway.app/operations/hubspot/betaalt_niet;/operations/hubspot/betaalt_niet;;;;;1667523927;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-33417497;Stap 3.1: LH 2020 juni | verander deal owner in contact owner - ALTIJD AAN ZONDER RE-ENROLMENT (cloned);hubspot;hubspot;pending_approval;Actief;Data beheer;;deal eigenschap;HubSpot;1;Stel 'hubspot_owner_id' in;;;;;;33417497;;;;2026-05-05T11:39:01.119+00:00;;;
AUTO-HS-1658033308;Set onboarding voltooid datum;hubspot;hubspot;pending_approval;Actief;Data beheer;;deal eigenschap;HubSpot;3;Splits in 1 paden op basis van criteria | Stel 'onboarding_voltooid_datum' in | Stel 'onboarding_voltooid_datum' in;;;;;;1658033308;;;;2026-05-05T11:39:01.119+00:00;;;
